,$R^2$,$\kappa$,$P-value$
0,-0.0959594762841065,-0.22276458459633106,0.11212020371094106
1,-0.10448059613163907,-0.22276458459633106,0.11212020371094106
2,-0.10595664805147975,-0.22276458459633106,0.11212020371094106
3,-0.1023040418371699,-0.22276458459633106,0.11212020371094106
4,-0.11754787074016781,-0.22276458459633106,0.11212020371094106
5,-0.07473724544775528,-0.22276458459633106,0.11212020371094106
6,-0.08185155041396719,-0.22276458459633106,0.11212020371094106
7,-0.12632682463556866,-0.22276458459633106,0.11212020371094106
8,-0.11452161139050876,-0.22276458459633106,0.11212020371094106
9,-0.10289421003415988,-0.22276458459633106,0.11212020371094106
